Pipeline,Date,Rate Schedule,Receipt Point,Receipt Zone,Delivery Point,Delivery Zone,Tariff Rate Type,Tariff Rate,Magnitude,Tariff Rate Structure,Rate Zone
"ETC Tiger Pipeline, LLC",07/01/2018,FTS,Acadian IC | 79022,East Of Hwy 789,ANR | 78542,East Of Hwy 789,ACA,0.00130,$/Dth,System,Entire System
Midwestern Gas Transmission Company,07/01/2018,PAL,Ameren Illinois-SA | 394684,NaN,Ameren Illinois-SA | 394684,NaN,Commodity,0.06870,$/Dth     ,Zone Surcharge,Mainline
Midwestern Gas Transmission Company,07/01/2018,TPB,Ameren Illinois-SA | 394684,NaN,Ameren Illinois-SA | 394684,NaN,Commodity,0.02000,$/Dth     ,System,Entire System
"MIGC, LLC",07/01/2018,FTS-1,Black Thunder CS | 101,NaN,Antelope Mine | 206,NaN,ACA,0.00130,$/Dth,System,Entire System
"MIGC, LLC",07/01/2018,FTS-1,Black Thunder CS | 101,NaN,Antelope Mine | 206,NaN,Commodity,0.00430,$/Dth     ,System,Entire System
"MIGC, LLC",07/01/2018,FTS-1,Black Thunder CS | 101,NaN,Antelope Mine | 206,NaN,Fuel,0.24000,%         ,System,Entire System
"MIGC, LLC",07/01/2018,FTS-1,Black Thunder CS | 101,NaN,Antelope Mine | 206,NaN,Reservation,13.35670,$/Dth/mth ,System,Entire System
"MIGC, LLC",07/01/2018,ITS-1,Black Thunder CS | 101,NaN,Antelope Mine | 206,NaN,ACA,0.00130,$/Dth,System,Entire System
"MIGC, LLC",07/01/2018,ITS-1,Black Thunder CS | 101,NaN,Antelope Mine | 206,NaN,Commodity,0.44370,$/Dth     ,System,Entire System
"MIGC, LLC",07/01/2018,ITS-1,Black Thunder CS | 101,NaN,Antelope Mine | 206,NaN,Fuel,0.24000,%         ,System,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,BH-1,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,ACA,0.00130,$/Dth,System,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,BH-1,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,Commodity,0.00190,$/Dth     ,System,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,BH-1,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,Fuel,0.59200,%         ,System,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,BH-1,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,Overrun,0.65180,$/Dth     ,System,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,BH-1,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,Reservation,19.76900,$/Dth/mth ,System,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,FT-1,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,ACA,0.00130,$/Dth,System,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,FT-1,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,Commodity,0.00190,$/Dth     ,System,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,FT-1,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,Fuel,0.59200,%         ,System,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,FT-1,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,Overrun,0.65180,$/Dth     ,System,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,FT-1,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,Reservation,19.76900,$/Dth/mth ,System,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,FT-2,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,ACA,0.00130,$/Dth,System,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,FT-2,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,Commodity,0.21560,$/Dth     ,System,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,FT-2,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,Fuel,0.59200,%         ,System,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,FT-2,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,Overrun,0.65180,$/Dth     ,System,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,FT-2,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,Reservation,13.26900,$/Dth/mth ,System,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,HT-1,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,ACA,0.00130,$/Dth,System,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,HT-1,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,Commodity,0.00190,$/Dth     ,System,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,HT-1,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,Fuel,0.59200,¢/day     ,Volume,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,HT-1,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,Overrun,0.65180,$/Dth     ,System,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,HT-1,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,Reservation,19.76900,$/Dth/mth ,System,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,IT-1,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,ACA,0.00130,$/Dth,System,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,IT-1,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,Commodity,0.65180,$/Dth     ,System,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,IT-1,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,Fuel,0.59200,%         ,Volume,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,LFT VL,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,ACA,0.00130,$/Dth,System,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,LFT VL,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,Commodity,0.00030,$/Dth     ,System,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,LFT VL,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,Fuel,0.00000,%         ,System,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,LFT VL,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,Overrun,0.26440,$/Dth     ,System,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,LFT VL,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,Reservation,0.26410,$/Dth/day ,System,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,LIT VL,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,ACA,0.00130,$/Dth,System,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,LIT VL,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,Commodity,0.26440,$/Dth     ,System,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,LIT VL,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,Fuel,0.00000,%         ,System,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,PALS,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,Loaning,0.65180,$/Dth     ,System,Entire System
"Millennium Pipeline Company, LLC",07/01/2018,PALS,Anshutz | 642461,NaN,Arlington Exploration (RPQ) | 640477,NaN,Parking,0.65180,$/Dth     ,System,Entire System
MoGas Pipeline LLC,07/01/2018,FT,From MRT | 2010,Zone 1,Ameren Zone2 AP | 1130,Zone 1,ACA,0.00130,$/Dth,System,Entire System
MoGas Pipeline LLC,07/01/2018,FT,From MRT | 2010,Zone 1,Ameren Zone2 AP | 1130,Zone 1,Commodity,0.01650,$/Dth     ,Zone Surcharge,Zone 1
MoGas Pipeline LLC,07/01/2018,FT,From MRT | 2010,Zone 1,Ameren Zone2 AP | 1130,Zone 1,Fuel,0.97000,%         ,System,Entire System
MoGas Pipeline LLC,07/01/2018,FT,From MRT | 2010,Zone 1,Ameren Zone2 AP | 1130,Zone 1,Overrun,0.42400,$/Dth     ,Zone Surcharge,Zone 1
MoGas Pipeline LLC,07/01/2018,FT,From MRT | 2010,Zone 1,Ameren Zone2 AP | 1130,Zone 1,Reservation,12.38500,$/Dth/mth ,Zone Surcharge,Zone 1
MoGas Pipeline LLC,07/01/2018,FT,From MRT | 2010,Zone 1,Highway N | 1040,Zone 2,ACA,0.00130,$/Dth,System,Entire System
MoGas Pipeline LLC,07/01/2018,FT,From MRT | 2010,Zone 1,Highway N | 1040,Zone 2,Commodity,0.01650,$/Dth     ,Zone Surcharge,Zone 1
MoGas Pipeline LLC,07/01/2018,FT,From MRT | 2010,Zone 1,Highway N | 1040,Zone 2,Commodity,0.00000,$/Dth     ,Zone Surcharge,Zone 2
MoGas Pipeline LLC,07/01/2018,FT,From MRT | 2010,Zone 1,Highway N | 1040,Zone 2,Fuel,0.97000,%         ,System,Entire System
MoGas Pipeline LLC,07/01/2018,FT,From MRT | 2010,Zone 1,Highway N | 1040,Zone 2,Overrun,0.42400,$/Dth     ,Zone Surcharge,Zone 1
MoGas Pipeline LLC,07/01/2018,FT,From MRT | 2010,Zone 1,Highway N | 1040,Zone 2,Overrun,0.31600,$/Dth     ,Zone Surcharge,Zone 2
MoGas Pipeline LLC,07/01/2018,FT,From MRT | 2010,Zone 1,Highway N | 1040,Zone 2,Reservation,12.38500,$/Dth/mth ,Zone Surcharge,Zone 1
MoGas Pipeline LLC,07/01/2018,FT,From MRT | 2010,Zone 1,Highway N | 1040,Zone 2,Reservation,9.61500,$/Dth/mth ,Zone Surcharge,Zone 2
MoGas Pipeline LLC,07/01/2018,FT,From MRT | 2010,Zone 2,Ameren Zone2 AP | 1130,Zone 1,ACA,0.00130,$/Dth,System,Entire System
MoGas Pipeline LLC,07/01/2018,FT,From MRT | 2010,Zone 2,Ameren Zone2 AP | 1130,Zone 1,Commodity,0.01650,$/Dth     ,Zone Surcharge,Zone 1
MoGas Pipeline LLC,07/01/2018,FT,From MRT | 2010,Zone 2,Ameren Zone2 AP | 1130,Zone 1,Commodity,0.00000,$/Dth     ,Zone Surcharge,Zone 2
MoGas Pipeline LLC,07/01/2018,FT,From MRT | 2010,Zone 2,Ameren Zone2 AP | 1130,Zone 1,Fuel,0.97000,%         ,System,Entire System
MoGas Pipeline LLC,07/01/2018,FT,From MRT | 2010,Zone 2,Ameren Zone2 AP | 1130,Zone 1,Overrun,0.42400,$/Dth     ,Zone Surcharge,Zone 1
MoGas Pipeline LLC,07/01/2018,FT,From MRT | 2010,Zone 2,Ameren Zone2 AP | 1130,Zone 1,Overrun,0.31600,$/Dth     ,Zone Surcharge,Zone 2
MoGas Pipeline LLC,07/01/2018,FT,From MRT | 2010,Zone 2,Ameren Zone2 AP | 1130,Zone 1,Reservation,12.38500,$/Dth/mth ,Zone Surcharge,Zone 1
MoGas Pipeline LLC,07/01/2018,FT,From MRT | 2010,Zone 2,Ameren Zone2 AP | 1130,Zone 1,Reservation,9.61500,$/Dth/mth ,Zone Surcharge,Zone 2
MoGas Pipeline LLC,07/01/2018,FT,From MRT | 2010,Zone 2,Highway N | 1040,Zone 2,ACA,0.00130,$/Dth,System,Entire System
MoGas Pipeline LLC,07/01/2018,FT,From MRT | 2010,Zone 2,Highway N | 1040,Zone 2,Commodity,0.00000,$/Dth     ,Zone Surcharge,Zone 2
MoGas Pipeline LLC,07/01/2018,FT,From MRT | 2010,Zone 2,Highway N | 1040,Zone 2,Fuel,0.97000,%         ,System,Entire System
MoGas Pipeline LLC,07/01/2018,FT,From MRT | 2010,Zone 2,Highway N | 1040,Zone 2,Overrun,0.31600,$/Dth     ,Zone Surcharge,Zone 2
MoGas Pipeline LLC,07/01/2018,FT,From MRT | 2010,Zone 2,Highway N | 1040,Zone 2,Reservation,9.61500,$/Dth/mth ,Zone Surcharge,Zone 2
MoGas Pipeline LLC,07/01/2018,IT,Owensville | 1110,Zone 1,Ameren Zone2 AP | 1130,Zone 1,ACA,0.00130,$/Dth,System,Entire System
MoGas Pipeline LLC,07/01/2018,IT,Owensville | 1110,Zone 1,Ameren Zone2 AP | 1130,Zone 1,Commodity,0.42400,$/Dth     ,Zone Surcharge,Zone 1
MoGas Pipeline LLC,07/01/2018,IT,Owensville | 1110,Zone 1,Ameren Zone2 AP | 1130,Zone 1,Fuel,0.97000,%         ,System,Entire System
MoGas Pipeline LLC,07/01/2018,IT,Owensville | 1110,Zone 1,Ameren Zone2 AP | 1130,Zone 1,Overrun,0.42400,$/Dth     ,Zone Surcharge,Zone 1
MoGas Pipeline LLC,07/01/2018,IT,Owensville | 1110,Zone 1,Highway N | 1040,Zone 2,ACA,0.00130,$/Dth,System,Entire System
MoGas Pipeline LLC,07/01/2018,IT,Owensville | 1110,Zone 1,Highway N | 1040,Zone 2,Commodity,0.42400,$/Dth     ,Zone Surcharge,Zone 1
MoGas Pipeline LLC,07/01/2018,IT,Owensville | 1110,Zone 1,Highway N | 1040,Zone 2,Commodity,0.31600,$/Dth     ,Zone Surcharge,Zone 2
MoGas Pipeline LLC,07/01/2018,IT,Owensville | 1110,Zone 1,Highway N | 1040,Zone 2,Fuel,0.97000,%         ,System,Entire System
MoGas Pipeline LLC,07/01/2018,IT,Owensville | 1110,Zone 1,Highway N | 1040,Zone 2,Overrun,0.42400,$/Dth     ,Zone Surcharge,Zone 1
MoGas Pipeline LLC,07/01/2018,IT,Owensville | 1110,Zone 1,Highway N | 1040,Zone 2,Overrun,0.31600,$/Dth     ,Zone Surcharge,Zone 2
MoGas Pipeline LLC,07/01/2018,IT,From MRT | 2010,Zone 2,Ameren Zone2 AP | 1130,Zone 1,ACA,0.00130,$/Dth,System,Entire System
MoGas Pipeline LLC,07/01/2018,IT,From MRT | 2010,Zone 2,Ameren Zone2 AP | 1130,Zone 1,Commodity,0.42400,$/Dth     ,Zone Surcharge,Zone 1
MoGas Pipeline LLC,07/01/2018,IT,From MRT | 2010,Zone 2,Ameren Zone2 AP | 1130,Zone 1,Commodity,0.31600,$/Dth     ,Zone Surcharge,Zone 2
MoGas Pipeline LLC,07/01/2018,IT,From MRT | 2010,Zone 2,Ameren Zone2 AP | 1130,Zone 1,Fuel,0.97000,%         ,System,Entire System
MoGas Pipeline LLC,07/01/2018,IT,From MRT | 2010,Zone 2,Ameren Zone2 AP | 1130,Zone 1,Overrun,0.42400,$/Dth     ,Zone Surcharge,Zone 1
MoGas Pipeline LLC,07/01/2018,IT,From MRT | 2010,Zone 2,Ameren Zone2 AP | 1130,Zone 1,Overrun,0.31600,$/Dth     ,Zone Surcharge,Zone 2
MoGas Pipeline LLC,07/01/2018,IT,From MRT | 2010,Zone 2,Highway N | 1040,Zone 2,ACA,0.00130,$/Dth,System,Entire System
MoGas Pipeline LLC,07/01/2018,IT,From MRT | 2010,Zone 2,Highway N | 1040,Zone 2,Commodity,0.31600,$/Dth     ,Zone Surcharge,Zone 2
MoGas Pipeline LLC,07/01/2018,IT,From MRT | 2010,Zone 2,Highway N | 1040,Zone 2,Fuel,0.97000,%         ,System,Entire System
MoGas Pipeline LLC,07/01/2018,IT,From MRT | 2010,Zone 2,Highway N | 1040,Zone 2,Overrun,0.31600,$/Dth     ,Zone Surcharge,Zone 2
"Mojave Pipeline Company, L.L.C.",07/01/2018,FT-1,ARCCRKSP | 332507,AZ,AE/MPC (ARCCRKSP) Crocker Springs P | 332507,CA,ACA,0.00130,$/Dth,System,Entire System
"Mojave Pipeline Company, L.L.C.",07/01/2018,FT-1,ARCCRKSP | 332507,AZ,AE/MPC (ARCCRKSP) Crocker Springs P | 332507,CA,Commodity,0.00380,$/Dth     ,System,Entire System
"Mojave Pipeline Company, L.L.C.",07/01/2018,FT-1,ARCCRKSP | 332507,AZ,AE/MPC (ARCCRKSP) Crocker Springs P | 332507,CA,Fuel,0.69000,%         ,System,Entire System
"Mojave Pipeline Company, L.L.C.",07/01/2018,FT-1,ARCCRKSP | 332507,AZ,AE/MPC (ARCCRKSP) Crocker Springs P | 332507,CA,Overrun,0.08800,$/Dth     ,System,Entire System
"Mojave Pipeline Company, L.L.C.",07/01/2018,FT-1,ARCCRKSP | 332507,AZ,AE/MPC (ARCCRKSP) Crocker Springs P | 332507,CA,Reservation,0.08420,$/Dth/day ,System,Entire System
"Mojave Pipeline Company, L.L.C.",07/01/2018,FT-1,Mpc/Epng (Dmojave) Topock Mojave | 332505,CA,AE/MPC (ARCCRKSP) Crocker Springs P | 332507,CA,ACA,0.00130,$/Dth,System,Entire System
"Mojave Pipeline Company, L.L.C.",07/01/2018,FT-1,Mpc/Epng (Dmojave) Topock Mojave | 332505,CA,AE/MPC (ARCCRKSP) Crocker Springs P | 332507,CA,Commodity,0.00380,$/Dth     ,System,Entire System
"Mojave Pipeline Company, L.L.C.",07/01/2018,FT-1,Mpc/Epng (Dmojave) Topock Mojave | 332505,CA,AE/MPC (ARCCRKSP) Crocker Springs P | 332507,CA,Fuel,0.69000,%         ,System,Entire System
"Mojave Pipeline Company, L.L.C.",07/01/2018,FT-1,Mpc/Epng (Dmojave) Topock Mojave | 332505,CA,AE/MPC (ARCCRKSP) Crocker Springs P | 332507,CA,Overrun,0.08800,$/Dth     ,System,Entire System
"Mojave Pipeline Company, L.L.C.",07/01/2018,FT-1,Mpc/Epng (Dmojave) Topock Mojave | 332505,CA,AE/MPC (ARCCRKSP) Crocker Springs P | 332507,CA,Reservation,0.08420,$/Dth/day ,System,Entire System
"Mojave Pipeline Company, L.L.C.",07/01/2018,IT-1,ARCCRKSP | 332507,AZ,AE/MPC (ARCCRKSP) Crocker Springs P | 332507,CA,ACA,0.00130,$/Dth,System,Entire System
"Mojave Pipeline Company, L.L.C.",07/01/2018,IT-1,ARCCRKSP | 332507,AZ,AE/MPC (ARCCRKSP) Crocker Springs P | 332507,CA,Commodity,0.08800,$/Dth     ,System,Entire System
"Mojave Pipeline Company, L.L.C.",07/01/2018,IT-1,ARCCRKSP | 332507,AZ,AE/MPC (ARCCRKSP) Crocker Springs P | 332507,CA,Fuel,0.69000,%         ,System,Entire System
"Mojave Pipeline Company, L.L.C.",07/01/2018,IT-1,ARCCRKSP | 332507,AZ,AE/MPC (ARCCRKSP) Crocker Springs P | 332507,CA,Overrun,0.08800,$/Dth     ,System,Entire System
"Mojave Pipeline Company, L.L.C.",07/01/2018,IT-1,Mpc/Epng (Dmojave) Topock Mojave | 332505,CA,AE/MPC (ARCCRKSP) Crocker Springs P | 332507,CA,ACA,0.00130,$/Dth,System,Entire System
"Mojave Pipeline Company, L.L.C.",07/01/2018,IT-1,Mpc/Epng (Dmojave) Topock Mojave | 332505,CA,AE/MPC (ARCCRKSP) Crocker Springs P | 332507,CA,Commodity,0.08800,$/Dth     ,System,Entire System
"Mojave Pipeline Company, L.L.C.",07/01/2018,IT-1,Mpc/Epng (Dmojave) Topock Mojave | 332505,CA,AE/MPC (ARCCRKSP) Crocker Springs P | 332507,CA,Fuel,0.69000,%         ,System,Entire System
"Mojave Pipeline Company, L.L.C.",07/01/2018,IT-1,Mpc/Epng (Dmojave) Topock Mojave | 332505,CA,AE/MPC (ARCCRKSP) Crocker Springs P | 332507,CA,Overrun,0.08800,$/Dth     ,System,Entire System
"Mojave Pipeline Company, L.L.C.",07/01/2018,PAL,ARCCRKSP | 332507,AZ,AE/MPC (ARCCRKSP) Crocker Springs P | 332507,CA,Loaning,0.08800,$/Dth     ,System,Entire System
"Mojave Pipeline Company, L.L.C.",07/01/2018,PAL,ARCCRKSP | 332507,AZ,AE/MPC (ARCCRKSP) Crocker Springs P | 332507,CA,Overrun,0.08800,$/Dth     ,System,Entire System
"Mojave Pipeline Company, L.L.C.",07/01/2018,PAL,ARCCRKSP | 332507,AZ,AE/MPC (ARCCRKSP) Crocker Springs P | 332507,CA,Parking,0.08800,$/Dth     ,System,Entire System
"Mojave Pipeline Company, L.L.C.",07/01/2018,PAL,Mpc/Epng (Dmojave) Topock Mojave | 332505,CA,AE/MPC (ARCCRKSP) Crocker Springs P | 332507,CA,Loaning,0.08800,$/Dth     ,System,Entire System
"Mojave Pipeline Company, L.L.C.",07/01/2018,PAL,Mpc/Epng (Dmojave) Topock Mojave | 332505,CA,AE/MPC (ARCCRKSP) Crocker Springs P | 332507,CA,Overrun,0.08800,$/Dth     ,System,Entire System
"Mojave Pipeline Company, L.L.C.",07/01/2018,PAL,Mpc/Epng (Dmojave) Topock Mojave | 332505,CA,AE/MPC (ARCCRKSP) Crocker Springs P | 332507,CA,Parking,0.08800,$/Dth     ,System,Entire System
"MountainWest Overthrust Pipeline, LLC",07/01/2018,FT,Belle Butte Storage Withdrawal | 10032,NaN,12-QPC Jl90 Intrct (D) | 360725,NaN,ACA,0.00130,$/Dth,System,Entire System
"MountainWest Overthrust Pipeline, LLC",07/01/2018,FT,Belle Butte Storage Withdrawal | 10032,NaN,12-QPC Jl90 Intrct (D) | 360725,NaN,Commodity,0.00000,$/Dth     ,System,Entire System
"MountainWest Overthrust Pipeline, LLC",07/01/2018,FT,Belle Butte Storage Withdrawal | 10032,NaN,12-QPC Jl90 Intrct (D) | 360725,NaN,Overrun,0.07120,$/Dth     ,System,Entire System
"MountainWest Overthrust Pipeline, LLC",07/01/2018,FT,Belle Butte Storage Withdrawal | 10032,NaN,12-QPC Jl90 Intrct (D) | 360725,NaN,Reservation,2.16400,$/Dth/mth ,System,Entire System
"MountainWest Overthrust Pipeline, LLC",07/01/2018,IT,Belle Butte Storage Withdrawal | 10032,NaN,12-QPC Jl90 Intrct (D) | 360725,NaN,ACA,0.00130,$/Dth,System,Entire System
"MountainWest Overthrust Pipeline, LLC",07/01/2018,IT,Belle Butte Storage Withdrawal | 10032,NaN,12-QPC Jl90 Intrct (D) | 360725,NaN,Commodity,0.07120,$/Dth     ,System,Entire System
"MountainWest Overthrust Pipeline, LLC",07/01/2018,IT,Belle Butte Storage Withdrawal | 10032,NaN,12-QPC Jl90 Intrct (D) | 360725,NaN,Overrun,0.07120,$/Dth     ,System,Entire System
"MountainWest Pipeline, LLC",07/01/2018,FSS,101-Shaeffer M&R Station | 98890,NaN,123-N.B. 101 CIG Del | 27693,NaN,ACA,0.00130,$/Dth,System,Entire System
"MountainWest Pipeline, LLC",07/01/2018,FSS,101-Shaeffer M&R Station | 98890,NaN,123-N.B. 101 CIG Del | 27693,NaN,Injection,0.01049,$/Dth     ,Storage,Entire System
"MountainWest Pipeline, LLC",07/01/2018,FSS,101-Shaeffer M&R Station | 98890,NaN,123-N.B. 101 CIG Del | 27693,NaN,Overrun,0.30315,$/Dth     ,Storage,Entire System
"MountainWest Pipeline, LLC",07/01/2018,FSS,101-Shaeffer M&R Station | 98890,NaN,123-N.B. 101 CIG Del | 27693,NaN,Storage Demand,2.85338,$/Dth/mth ,Storage,Entire System
"MountainWest Pipeline, LLC",07/01/2018,FSS,101-Shaeffer M&R Station | 98890,NaN,123-N.B. 101 CIG Del | 27693,NaN,Storage Quantity,0.02378,$/Dth     ,Storage,Entire System
"MountainWest Pipeline, LLC",07/01/2018,FSS,101-Shaeffer M&R Station | 98890,NaN,123-N.B. 101 CIG Del | 27693,NaN,Withdrawal,0.01781,$/Dth     ,Storage,Entire System
"MountainWest Pipeline, LLC",07/01/2018,ISS,101-Shaeffer M&R Station | 98890,NaN,123-N.B. 101 CIG Del | 27693,NaN,ACA,0.00130,$/Dth,System,Entire System
"MountainWest Pipeline, LLC",07/01/2018,ISS,101-Shaeffer M&R Station | 98890,NaN,123-N.B. 101 CIG Del | 27693,NaN,Injection,0.01049,$/Dth     ,Storage,Entire System
"MountainWest Pipeline, LLC",07/01/2018,ISS,101-Shaeffer M&R Station | 98890,NaN,123-N.B. 101 CIG Del | 27693,NaN,Storage Quantity,0.05927,$/Dth     ,Storage,Entire System
"MountainWest Pipeline, LLC",07/01/2018,ISS,101-Shaeffer M&R Station | 98890,NaN,123-N.B. 101 CIG Del | 27693,NaN,Withdrawal,0.01781,$/Dth     ,Storage,Entire System
"MountainWest Pipeline, LLC",07/01/2018,NNT,101-Shaeffer M&R Station | 98890,NaN,123-N.B. 101 CIG Del | 27693,NaN,ACA,0.00130,$/Dth,System,Entire System
"MountainWest Pipeline, LLC",07/01/2018,NNT,101-Shaeffer M&R Station | 98890,NaN,123-N.B. 101 CIG Del | 27693,NaN,Reservation,0.86753,$/Dth/day ,System,Entire System
"MountainWest Pipeline, LLC",07/01/2018,PAL,101-Shaeffer M&R Station | 98890,NaN,123-N.B. 101 CIG Del | 27693,NaN,ACA,0.00130,$/Dth,System,Entire System
"MountainWest Pipeline, LLC",07/01/2018,PAL,101-Shaeffer M&R Station | 98890,NaN,123-N.B. 101 CIG Del | 27693,NaN,Commodity,0.17570,$/Dth     ,System,Entire System
"MountainWest Pipeline, LLC",07/01/2018,PAL,101-Shaeffer M&R Station | 98890,NaN,123-N.B. 101 CIG Del | 27693,NaN,Park and Loan Initial,0.20846,$/Dth     ,System,Entire System
"MountainWest Pipeline, LLC",07/01/2018,PKS,101-Shaeffer M&R Station | 98890,NaN,123-N.B. 101 CIG Del | 27693,NaN,ACA,0.00130,$/Dth,System,Entire System
"MountainWest Pipeline, LLC",07/01/2018,PKS,101-Shaeffer M&R Station | 98890,NaN,123-N.B. 101 CIG Del | 27693,NaN,Injection,0.03872,$/Dth     ,Storage,Entire System
"MountainWest Pipeline, LLC",07/01/2018,PKS,101-Shaeffer M&R Station | 98890,NaN,123-N.B. 101 CIG Del | 27693,NaN,Reservation,2.87375,$/Dth/mth ,Storage,Entire System
"MountainWest Pipeline, LLC",07/01/2018,PKS,101-Shaeffer M&R Station | 98890,NaN,123-N.B. 101 CIG Del | 27693,NaN,Withdrawal,0.03872,$/Dth     ,Storage,Entire System
"MountainWest Pipeline, LLC",07/01/2018,T-1,101-Shaeffer M&R Station | 98890,NaN,123-N.B. 101 CIG Del | 27693,NaN,ACA,0.00130,$/Dth,System,Entire System
"MountainWest Pipeline, LLC",07/01/2018,T-1,101-Shaeffer M&R Station | 98890,NaN,123-N.B. 101 CIG Del | 27693,NaN,Commodity,0.00267,$/Dth     ,System,Entire System
"MountainWest Pipeline, LLC",07/01/2018,T-1,101-Shaeffer M&R Station | 98890,NaN,123-N.B. 101 CIG Del | 27693,NaN,Fuel,1.87000,%         ,System,Entire System
"MountainWest Pipeline, LLC",07/01/2018,T-1,101-Shaeffer M&R Station | 98890,NaN,123-N.B. 101 CIG Del | 27693,NaN,Overrun,0.17652,$/Dth     ,System,Entire System
"MountainWest Pipeline, LLC",07/01/2018,T-1,101-Shaeffer M&R Station | 98890,NaN,123-N.B. 101 CIG Del | 27693,NaN,Peak Flow,2.64402,$/Dth/mth ,System,Entire System
"MountainWest Pipeline, LLC",07/01/2018,T-1,101-Shaeffer M&R Station | 98890,NaN,123-N.B. 101 CIG Del | 27693,NaN,Reservation,5.28804,$/Dth/mth ,System,Entire System
"MountainWest Pipeline, LLC",07/01/2018,T-2,101-Shaeffer M&R Station | 98890,NaN,123-N.B. 101 CIG Del | 27693,NaN,ACA,0.00130,$/Dth,System,Entire System
"MountainWest Pipeline, LLC",07/01/2018,T-2,101-Shaeffer M&R Station | 98890,NaN,123-N.B. 101 CIG Del | 27693,NaN,Commodity,0.17652,$/Dth     ,System,Entire System
"MountainWest Pipeline, LLC",07/01/2018,T-2,101-Shaeffer M&R Station | 98890,NaN,123-N.B. 101 CIG Del | 27693,NaN,Fuel,1.87000,%         ,System,Entire System
